DISTRICT,Sub_dist,Vill_name,latitude,longitude
ADILABAD,TAMSI,Tamsi-B,3532953.8126258343,3837579.264068773
ADILABAD,TALAMADUGU,Kuchalapoor,3532703.02766349,3829679.2326711104
ADILABAD,BAZARHATNOOR,Kandli,3504848.460252643,3833622.493526099
ADILABAD,UTNOOR,Danthanpalle,3491684.6137837567,3878896.362649698
ADILABAD,ICHODA,Gundi,3496966.224763734,3842672.9510932714
ADILABAD,NERADIGONDA,Kupti (Khurd),3496497.4175215727,3838460.641425699
ADILABAD,NERADIGONDA,Kumari,3496850.15857781,3835671.5083095795
ADILABAD,TALAMADUGU,Jhari,3523016.16138196,3830965.1697079213
ADILABAD,TALAMADUGU,Devapur,3523549.900778313,3840381.676691038
ADILABAD,TALAMADUGU,Arli (Khurd),3524640.176990906,3837587.782647145
ADILABAD,INDRAVELLY,Goureepur,3510632.5396663817,3854662.787106457
ADILABAD,BAZARHATNOOR,Ananthapur,3512214.7292240174,3838259.294977353
ADILABAD,NARNOOR,Mahagaon,3511640.754171434,3878380.0608297037
ADILABAD,BELA,Bhadi,3531849.9972051703,3866973.797612997
ADILABAD,SONALA,Sonala,3503487.314390866,3826476.4581317888
ADILABAD,ICHODA,Kamgiri,3506511.908814846,3846341.7130632405
ADILABAD,BAZARHATNOOR,Girnur,3506748.3894463005,3835091.6490629604
ADILABAD,UTNOOR,Wadoni,3506855.8445877726,3873013.782155851
ADILABAD,BHEEMPUR,Nippani,3540155.01932979,3840755.7055892493
ADILABAD,BELA,Sangdi,3540691.1965304334,3870206.877747097
ADILABAD,NERADIGONDA,Bandemregad,3484561.1743196775,3835458.646232668
ADILABAD,GADIGUDA,Kunikasa,3522468.92900374,3891349.3675846034
ADILABAD,SATHNALA,Sangvi,3521236.503897323,3872646.2533488194
ADILABAD,TAMSI,Ghotkuri,3537395.863938459,3846112.1081084637
ADILABAD,JAINATH,Nirala,3536566.6293566246,3856375.663164585
ADILABAD,BELA,Mangrool,3538228.9694550275,3880148.5081878444
ADILABAD,NERADIGONDA,Dhonnora,3482731.0498696854,3838414.1939705727
ADILABAD,INDRAVELLY,Keslapur,3511663.9890661906,3860435.2465236485
ADILABAD,BAZARHATNOOR,Kinnerpalle,3510787.1384897446,3840813.8140865685
ADILABAD,GUDIHATNOOR,Umri (B),3510542.7135342546,3850959.640717758
ADILABAD,NERADIGONDA,Narayanapur,3482066.082669835,3829345.145906533
ADILABAD,NERADIGONDA,Shankarapur,3487750.5490592774,3834351.6960440376
ADILABAD,NERADIGONDA,Rolmanda,3487988.344999192,3836548.322884285
ADILABAD,NERADIGONDA,Bondadi,3487768.6453256276,3828635.110253353
ADILABAD,INDRAVELLY,Tejapur,3508617.599665175,3853294.340304351
ADILABAD,GUDIHATNOOR,Shantapur,3508568.4953207904,3849092.7382627246
ADILABAD,ICHODA,Gubba,3507307.2680500494,3839992.8863846664
ADILABAD,UTNOOR,Narsapur (Khurd),3508495.675159148,3868751.452933878
ADILABAD,NERADIGONDA,Kuntala (Buzurg),3489746.634948463,3844993.176248691
ADILABAD,INDRAVELLY,Gattepalle,3515838.922611611,3871382.85640297
ADILABAD,GADIGUDA,Sangvi,3516181.0454966724,3885941.5702707386
ADILABAD,INDRAVELLY,Ginnera,3516262.5123576634,3859550.5215791524
ADILABAD,UTNOOR,Salewada (Khurd),3504074.5718067456,3865598.9297285937
ADILABAD,SONALA,Kowtha(Khurd),3504213.9295680756,3828699.36158098
ADILABAD,GADIGUDA,Kothapalle (G),3523939.222258773,3890174.372329347
ADILABAD,TALAMADUGU,Ratnapur,3522622.145069565,3826811.9480751907
ADILABAD,GUDIHATNOOR,Dhampur,3517259.2819482046,3844515.5257446417
ADILABAD,GUDIHATNOOR,Gudihathinur,3515430.9832678945,3846102.3552126433
ADILABAD,NARNOOR,Chorgaon,3517773.279829428,3873718.7975070546
ADILABAD,BAZARHATNOOR,Morekhandi,3516209.8540009893,3833419.290650706
ADILABAD,MAVALA,Waghapur,3517777.3037376837,3840627.8318147413
ADILABAD,TALAMADUGU,Sunkidi,3530790.279508752,3835997.2226343094
ADILABAD,BELA,Masala (Buzurg),3531776.0588709456,3869978.15691991
ADILABAD,TAMSI,Hasnapur,3531641.8168506837,3841789.6824854915
ADILABAD,BELA,Chaprala,3532117.2997074407,3878298.151561656
ADILABAD,BELA,Pohar,3531040.619791022,3872414.414494862
ADILABAD,ICHODA,Narsapur,3496114.2031118297,3846497.6000233563
ADILABAD,BOATH,Patnapur,3493654.8487546043,3821386.991832794
ADILABAD,NERADIGONDA,Neradigonda,3490095.053212502,3835233.2698380714
ADILABAD,BOATH,Birlagondi,3490986.9829397374,3824849.602361255
ADILABAD,ICHODA,Adegaon K,3504392.9158907738,3838369.7325852215
ADILABAD,BOATH,Marlapalle,3493045.3452934455,3818778.569666916
ADILABAD,BHORAJ,Guda,3540070.74334975,3846374.643310537
ADILABAD,BELA,Bhedoda,3540232.7564325538,3872029.326831472
ADILABAD,BELA,Kamgarpur,3540868.7590924636,3874409.9037564597
ADILABAD,SONALA,Chintalabori,3502733.290792883,3820170.9405791704
ADILABAD,ICHODA,Madhapur,3503664.6434744466,3845207.4572861744
ADILABAD,UTNOOR,Salewada (Buzurg),3503625.994331234,3867249.1562728668
ADILABAD,UTNOOR,Kopergadh,3505232.509312243,3864439.9560934706
ADILABAD,GUDIHATNOOR,Tejapur,3506062.044852179,3849866.0355436527
ADILABAD,NARNOOR,Sonapur,3506303.1497398387,3883809.8023370006
ADILABAD,UTNOOR,Sakhera,3509188.6738343695,3866291.7909083753
ADILABAD,UTNOOR,Narsapur (Buzurg),3510302.4204718526,3869030.303077733
ADILABAD,NARNOOR,Nagolkonda,3508890.8047569804,3885969.667305294
ADILABAD,GUDIHATNOOR,Malkapur,3521749.807997174,3846795.0999109275
ADILABAD,ADILABAD RURAL,Khandala,3519412.4388034884,3863154.010667646
ADILABAD,NARNOOR,Balanpur,3507347.4713803786,3881691.9957966125
ADILABAD,GUDIHATNOOR,Rendlabori,3507807.785538804,3850020.3356249453
ADILABAD,ICHODA,Junni,3508080.9828418647,3841846.7458115146
ADILABAD,NERADIGONDA,Peechra,3482960.3280857783,3844713.0344194015
ADILABAD,BOATH,Kistapur,3495577.112003357,3828526.040511581
ADILABAD,UTNOOR,Bhupet,3489167.7903384226,3878219.3705633217
ADILABAD,UTNOOR,Birsaipet,3486006.5263007856,3877183.4871156947
ADILABAD,BAZARHATNOOR,Dignoor,3508105.846497778,3838116.264496591
ADILABAD,NARNOOR,Gunjala,3508911.4132020865,3876838.9210116803
ADILABAD,INDRAVELLY,Mallapur,3509640.488295215,3856905.8306106734
ADILABAD,ICHODA,Talamadri,3501790.282242344,3847304.1229486456
ADILABAD,ADILABAD RURAL,Pochera,3533201.175128092,3845987.762276586
ADILABAD,JAINATH,Pippalgaon,3533550.2910656836,3861084.4640120463
ADILABAD,JAINATH,Ada,3533548.1833023014,3856957.081142568
ADILABAD,ICHODA,Mukhra-K,3498107.2088781125,3841204.191529983
ADILABAD,BOATH,Pippaladhari,3492446.364480159,3824139.06970621
ADILABAD,BELA,Ponnala,3533639.4637245466,3881120.8697001985
ADILABAD,ADILABAD RURAL,Arli (Buzrug),3533392.628754218,3854711.8859222876
ADILABAD,BELA,Ramkam,3533974.685676546,3879297.848118585
ADILABAD,BELA,Patan,3534354.317788006,3877574.3750381083
ADILABAD,JAINATH,Ballori,3534147.795152276,3865713.2311583795
ADILABAD,SIRIKONDA,Lachimpur (K),3497989.0693591493,3860168.8836843073
ADILABAD,NERADIGONDA,Tejapur,3493828.1419592197,3833656.5249393196
ADILABAD,BHEEMPUR,Anderband,3539642.268541037,3832848.3951107166
ADILABAD,BHEEMPUR,Dabbakuchi,3540097.413068193,3838186.550422921
ADILABAD,NERADIGONDA,Koratkal (Buzurg),3482790.145823713,3835942.513817824
ADILABAD,NARNOOR,Malangi,3510308.0401569917,3890748.313331501
ADILABAD,UTNOOR,Chintakarra,3511679.903243308,3866113.560182116
ADILABAD,BAZARHATNOOR,Chintal Sangvi,3511217.718894257,3831771.0389691773
ADILABAD,NERADIGONDA,Rajura,3484258.458895367,3829040.371877933
ADILABAD,NERADIGONDA,Purushothampur,3484363.6058551767,3832289.8248470617
ADILABAD,UTNOOR,Yenda,3505717.7065265137,3868428.9778501913
ADILABAD,UTNOOR,Pulimadgu,3506392.327985688,3865961.0360632073
ADILABAD,BAZARHATNOOR,Balanpur,3506386.3936639954,3831525.8074512286
ADILABAD,BOATH,Demmi,3496893.4391567605,3832354.9543269183
ADILABAD,BOATH,Dera,3502407.237937944,3830914.4355881247
ADILABAD,JAINATH,Kuthompur,3539650.448690872,3863104.0292078345
ADILABAD,BHORAJ,Lekarwadi,3541921.159909061,3855667.2507321164
ADILABAD,BHEEMPUR,Pippalkoti,3539958.1680007633,3843234.8203346394
ADILABAD,BHORAJ,Rampur-T,3541441.8898421624,3847605.898966403
ADILABAD,BHORAJ,Pipparwada,3541688.0552765024,3852214.090858398
ADILABAD,NERADIGONDA,Kupti (Buzurg),3495243.5715875938,3836325.2941349074
ADILABAD,NERADIGONDA,Lingatla,3478533.4869239447,3836757.090995058
ADILABAD,NERADIGONDA,Arepalle,3479804.098411497,3839211.648705943
ADILABAD,NERADIGONDA,Ispur,3480979.17424681,3828789.855403013
ADILABAD,NERADIGONDA,Wankidi,3481585.2051972854,3831983.4001518106
ADILABAD,NERADIGONDA,Koratkal (Khurd),3481649.986852112,3836716.411257681
ADILABAD,BHEEMPUR,Gubidi,3555828.2766700853,3826736.468994143
ADILABAD,NERADIGONDA,Kishtapur,3486426.5667083524,3836387.7288922532
ADILABAD,NERADIGONDA,Nagamalyal,3485710.2007410848,3845035.672912415
ADILABAD,NERADIGONDA,Surdapur,3486748.9486514647,3830784.7906793575
ADILABAD,NERADIGONDA,Boragaon,3485556.2982737483,3839719.9411010025
ADILABAD,BOATH,Narayanpur,3487979.8119126703,3822404.197476926
ADILABAD,UTNOOR,Balampur,3488003.5243728408,3871777.3582961797
ADILABAD,BOATH,Dhannur (Khurd),3489013.0689205066,3825932.3844570895
ADILABAD,NERADIGONDA,Buggaram,3489344.66670067,3838936.9393977146
ADILABAD,NERADIGONDA,Darba,3489720.8629005533,3829798.474640555
ADILABAD,NERADIGONDA,Kuntala (Khurd),3489061.0502951415,3842236.6747933296
ADILABAD,ICHODA,Gundiwagu,3492870.6217798498,3843954.794575606
ADILABAD,SONALA,Pardi(Khurd),3501013.1852437276,3821858.440697524
ADILABAD,UTNOOR,Luxettipet,3496367.2014971245,3866357.039926431
ADILABAD,ICHODA,Chincholi,3500794.9777376885,3844012.735932035
ADILABAD,UTNOOR,Ghatti,3509375.5591811575,3872363.562860708
ADILABAD,INDRAVELLY,Harkapur,3509221.3952822387,3860468.0394700035
ADILABAD,TALAMADUGU,Bharampur,3522370.4736397425,3835071.298758966
ADILABAD,BELA,Khagdur,3538301.3840876934,3877893.442545601
ADILABAD,JAINATH,Khapri,3538542.2455760413,3865053.783022302
ADILABAD,BELA,Manyarpur,3538440.5310822506,3875227.224781796
ADILABAD,BOATH,Anduru,3489986.2204039856,3822959.3220886174
ADILABAD,NERADIGONDA,Waddur,3489193.777281582,3832229.2671930497
ADILABAD,NERADIGONDA,Venkatapur,3491329.2138535967,3841941.944967698
ADILABAD,ICHODA,Babjipet,3489805.2223962024,3847422.9170290083
ADILABAD,NERADIGONDA,Buddikonda,3491889.4688413916,3833147.424542431
ADILABAD,NERADIGONDA,Lokhampur,3492155.4419138404,3835830.5858455817
ADILABAD,NERADIGONDA,Wagdhari,3492072.0401116437,3839676.7341035716
ADILABAD,SIRIKONDA,Narayanpur,3490842.1118026283,3852321.1713036005
ADILABAD,NERADIGONDA,Chincholi,3493580.66829083,3835936.611024487
ADILABAD,BOATH,Kuchalapur,3493075.8957879073,3828079.69091724
ADILABAD,ICHODA,Gaidpally,3494194.704576944,3846540.145971859
ADILABAD,NERADIGONDA,Tarnam (Khurd),3493893.851357397,3838689.580649923
ADILABAD,UTNOOR,Gangamapet,3492135.1552893873,3872640.4594144276
ADILABAD,SIRIKONDA,Pochampalle,3501553.0026329425,3855943.1253062296
ADILABAD,ICHODA,Kokasmannur,3500645.9038888817,3837670.5847947774
ADILABAD,UTNOOR,Nagapur,3501494.854359364,3871509.997320259
ADILABAD,NERADIGONDA,Madhapur,3494146.6926322915,3841349.821363979
ADILABAD,BOATH,Suradapur,3491867.95253201,3820075.888982294
ADILABAD,BOATH,Pochera,3493600.181002106,3830956.4951579804
ADILABAD,BOATH,Boath (Buzurg),3494584.6070019156,3826261.7947899248
ADILABAD,SIRIKONDA,Waipet,3491658.0425287327,3857914.7012837986
ADILABAD,ICHODA,Keshavpatnam,3495365.3275856273,3843862.9186552893
ADILABAD,NERADIGONDA,Tarnam (Buzurg),3495528.235782827,3840463.789478868
ADILABAD,BOATH,Nigini,3493941.9535028995,3814787.014464194
ADILABAD,NERADIGONDA,Gajli,3498606.588392054,3834390.5637626145
ADILABAD,NERADIGONDA,Gandhari,3498497.672795941,3836442.418863795
ADILABAD,BOATH,Kantegaon,3497910.4371636077,3815525.0532035176
ADILABAD,ICHODA,Malyal,3498608.4037662954,3845831.432854492
ADILABAD,UTNOOR,Rampur (Khurd),3499737.4837629455,3875929.5476136836
ADILABAD,SONALA,Gollapur,3499082.309136118,3820634.053933789
ADILABAD,BAZARHATNOOR,Rampur,3508839.896476827,3835961.388079971
ADILABAD,UTNOOR,Ghanpur,3495096.298059799,3879034.5156945777
ADILABAD,SIRIKONDA,Neradigonda G,3495059.605848586,3852114.7344361143
ADILABAD,ICHODA,Mankapur,3497217.289073738,3844465.040353404
ADILABAD,UTNOOR,Gangapur,3496419.570277056,3870538.745573752
ADILABAD,ICHODA,Salyada,3497600.7621091516,3848285.3943125564
ADILABAD,UTNOOR,Tandra,3501147.081755367,3865730.5919011114
ADILABAD,BAZARHATNOOR,Warthamanoor,3501848.560189059,3834514.636207352
ADILABAD,BAZARHATNOOR,Mohada,3502740.1565904273,3832628.9752705004
ADILABAD,SONALA,Wajar,3501946.0865169526,3815741.8635811186
ADILABAD,ICHODA,Jamidi,3503682.8665268035,3842121.3870835905
ADILABAD,ICHODA,Dharampuri,3498695.1116315913,3843280.273283224
ADILABAD,ICHODA,Mukhra-B,3498276.4622268826,3839404.8222172386
ADILABAD,BOATH,Kowtha (Buzurg),3498503.1529635806,3831106.558489078
ADILABAD,UTNOOR,Lakkaram,3497400.2673464688,3875820.11845059
ADILABAD,UTNOOR,Utnur,3497792.65779429,3872321.4977384713
ADILABAD,BOATH,Sangvi,3499968.765543616,3832690.7363852616
ADILABAD,BOATH,Karathwada,3497955.858522456,3823733.9215267077
ADILABAD,ICHODA,Jalda,3500541.1633586516,3841282.576678261
ADILABAD,ICHODA,Navegaon,3500379.015478486,3846462.1794214947
ADILABAD,SIRIKONDA,Lachimpur (B),3498779.1811891794,3854351.0517795174
ADILABAD,SONALA,Tewiti,3500342.7584310328,3825240.0671036923
ADILABAD,ICHODA,Adegaon-B,3502375.2621881985,3838830.3291915646
ADILABAD,BELA,Mohabatpur,3537386.7618486634,3873109.3535374217
ADILABAD,BELA,Guda,3539295.369153431,3873510.8325813483
ADILABAD,BHORAJ,Sirsanna,3539712.9195578583,3848700.093925969
ADILABAD,BHORAJ,Hashampur,3539616.4681070587,3853461.1924315817
ADILABAD,BHORAJ,Poosai,3539634.721503843,3851441.774591967
ADILABAD,SONALA,Pardi(Buzurg),3502250.4056174643,3823769.25801845
ADILABAD,ICHODA,Gerjam,3502476.483546219,3842400.1712031527
ADILABAD,UTNOOR,Shampur,3502933.2371410336,3869757.220489235
ADILABAD,UTNOOR,Hasnapur,3501979.082927054,3876422.175201687
ADILABAD,SIRIKONDA,Sunkidi,3504766.214784045,3850702.8976317183
ADILABAD,TALAMADUGU,Umrei,3525978.111694403,3827093.3591922224
ADILABAD,GADIGUDA,Warkwai,3525929.6757840985,3889372.826718115
ADILABAD,ADILABAD RURAL,Wanwat,3523729.854668424,3858635.3378201933
ADILABAD,SATHNALA,Toyaguda (Kora),3525714.6485428712,3866993.942840262
ADILABAD,BOATH,Nagapur,3487023.717500461,3826963.576029395
ADILABAD,GADIGUDA,Pipri,3524218.0494750687,3879653.482751824
ADILABAD,ADILABAD RURAL,Tantoli,3526043.2657700554,3851212.8960080696
ADILABAD,UTNOOR,Yenka,3504176.3271369915,3872905.379782053
ADILABAD,SIRIKONDA,Ponna,3504357.8442251435,3847833.7176324646
ADILABAD,ICHODA,Ichoda,3504584.5327389105,3841002.1499894583
ADILABAD,BAZARHATNOOR,Pipri,3504580.8261460024,3836159.520689405
ADILABAD,BAZARHATNOOR,Kolhari,3506447.9609080255,3827170.6974699628
ADILABAD,SONALA,Ghanpur,3505394.743228192,3822605.456784303
ADILABAD,GUDIHATNOOR,Belluri,3506929.7232903815,3848301.228386723
ADILABAD,UTNOOR,Chandur,3505876.4287672397,3875384.5569976494
ADILABAD,SIRIKONDA,Rampur (B),3506537.448663174,3853035.3667165875
ADILABAD,INDRAVELLY,Dasnapur,3505785.5602794564,3857378.50324977
ADILABAD,SIRIKONDA,Lakampur,3507529.8004687047,3851109.2006482473
ADILABAD,NARNOOR,Tadihadapnur,3505849.748166915,3879016.9865178675
ADILABAD,UTNOOR,Andholi,3507626.1450544214,3864622.3911399585
ADILABAD,INDRAVELLY,Dharmasagar,3508077.334792886,3855400.2691966374
ADILABAD,ICHODA,Borigoan,3507107.8912243093,3844429.2982393275
ADILABAD,UTNOOR,Umri,3506277.4585323175,3870861.2388271666
ADILABAD,BAZARHATNOOR,Bhosra,3508227.043028899,3834166.9975575865
ADILABAD,BAZARHATNOOR,Bazarhatnur,3508191.5010881857,3828069.5487214373
ADILABAD,INDRAVELLY,Anji,3508763.9481291105,3862505.9607596844
ADILABAD,GUDIHATNOOR,Gondharkapur,3509034.9595404756,3848109.658292844
ADILABAD,NARNOOR,Gangapur,3509503.5060400707,3879656.6629909193
ADILABAD,BAZARHATNOOR,Dehgaon,3508886.7455502544,3832420.9296599934
ADILABAD,GUDIHATNOOR,Guruj,3509704.5469456078,3846892.110669929
ADILABAD,BAZARHATNOOR,Dharampuri,3510487.6199678243,3834358.844076257
ADILABAD,BAZARHATNOOR,Jatarla,3510472.0541409287,3827966.872477684
ADILABAD,NARNOOR,Khampur,3511027.3750754897,3876164.7759200353
ADILABAD,NARNOOR,Mahadapur,3510592.923948628,3874515.441058413
ADILABAD,BOATH,Keslapur,3493291.0703686452,3823003.504145675
ADILABAD,BOATH,Boath (Khurd),3495278.876815216,3823926.3416557983
ADILABAD,BOATH,Medi,3497955.3104469934,3826700.585958352
ADILABAD,BAZARHATNOOR,Bandrev,3505723.4009507406,3830388.839735519
ADILABAD,BAZARHATNOOR,Gangapur,3509069.49230797,3837052.092560678
ADILABAD,NARNOOR,Malepur,3512257.3900645357,3889990.4499810045
ADILABAD,INDRAVELLY,Indervelly (B),3511001.880835695,3863518.2592877382
ADILABAD,BAZARHATNOOR,Gokonda,3512595.053588624,3832416.1021390753
ADILABAD,BAZARHATNOOR,Tembi,3511521.335024835,3836501.608242385
ADILABAD,BAZARHATNOOR,Dhabadi,3512783.5859186756,3830821.483700323
ADILABAD,GUDIHATNOOR,Mannur,3510639.7080313885,3844195.386398853
ADILABAD,GUDIHATNOOR,Kolhari,3512559.02953852,3847891.3500859486
ADILABAD,GUDIHATNOOR,Dongargaon,3513436.574331361,3844942.370300028
ADILABAD,INDRAVELLY,Muthnur,3513355.634653488,3859522.8080919194
ADILABAD,INDRAVELLY,Yamaikunta,3513537.0145127387,3861724.3924072697
ADILABAD,BAZARHATNOOR,Mankapur (P),3513449.297364369,3825517.713052882
ADILABAD,BAZARHATNOOR,Bhutai (Buzurg),3512779.147346205,3828186.138295647
ADILABAD,INDRAVELLY,Bursanpatar,3513918.614727796,3864784.850695748
ADILABAD,BAZARHATNOOR,Bhutai (Khurd),3514532.6868595285,3829067.5524658887
ADILABAD,NARNOOR,Bheempur,3513784.53815554,3883657.7301741266
ADILABAD,INDRAVELLY,Dodanda,3512916.0659653144,3869393.470687077
ADILABAD,NARNOOR,Empalli,3515096.9119503805,3880980.2888090103
ADILABAD,NARNOOR,Umri,3514419.9851826737,3889802.7505542445
ADILABAD,NARNOOR,Manjari,3514787.6869547353,3873571.738361938
ADILABAD,GUDIHATNOOR,Lingapur,3515122.8676534793,3848479.167402872
ADILABAD,GUDIHATNOOR,Muthnur,3514333.7030754783,3841624.5943644876
ADILABAD,INDRAVELLY,Pipri,3516123.1931203995,3854891.8292891835
ADILABAD,BAZARHATNOOR,Harkai,3515105.813830286,3837787.213744981
ADILABAD,INDRAVELLY,Devapur,3515875.6409794786,3856701.9537954815
ADILABAD,GUDIHATNOOR,Tosham,3515272.479167425,3851714.968862212
ADILABAD,ADILABAD RURAL,Chichdhari,3516243.4319077753,3865551.329466561
ADILABAD,ADILABAD RURAL,Chikdhari Khanapur,3516698.0707057593,3868629.526188046
ADILABAD,GADIGUDA,Khadki,3517540.435407763,3879026.6438830635
ADILABAD,GADIGUDA,Lokari (K),3517271.0373887885,3882355.7844449203
ADILABAD,GADIGUDA,Gouri,3517522.7733612754,3888815.2762906905
ADILABAD,GADIGUDA,Lokari (B),3518781.952996475,3880087.321457582
ADILABAD,ADILABAD RURAL,Ashodaburki,3518642.5140967015,3856743.264364804
ADILABAD,ADILABAD RURAL,Hattigutta,3518830.6395625374,3867279.9877852653
ADILABAD,BAZARHATNOOR,Umarda (Buzurg),3518033.5259231385,3826455.334008843
ADILABAD,GADIGUDA,Pownur,3518941.001712527,3886481.350907553
ADILABAD,GADIGUDA,Kolama,3519767.991404495,3891820.6928106914
ADILABAD,GADIGUDA,Jhari,3520758.9431311055,3880715.936825393
ADILABAD,GADIGUDA,Maregaon,3521289.1828934136,3886769.2005509823
ADILABAD,ADILABAD RURAL,Tippa,3519911.726676762,3870040.898943588
ADILABAD,GADIGUDA,Dhaba (Buzurg),3520482.511953516,3884804.566042832
ADILABAD,TALAMADUGU,Nandigaon,3519681.4954230166,3835094.571706675
ADILABAD,ADILABAD RURAL,Ankapur,3520070.9348694873,3853259.723708111
ADILABAD,GADIGUDA,Dhaba (K),3520383.9104875377,3882715.797000555
ADILABAD,GADIGUDA,Parswada (B),3520832.8410775354,3889446.148905943
ADILABAD,TALAMADUGU,Madnapoor,3522136.7526430106,3837363.748545795
ADILABAD,ADILABAD RURAL,Maleboregaon,3520993.3768334864,3848841.949636569
ADILABAD,ADILABAD RURAL,Pippaldhari,3521379.9109513103,3860397.9028169676
ADILABAD,GADIGUDA,Sawari,3522862.0837097047,3881996.8510796046
ADILABAD,ADILABAD RURAL,Kottur,3525910.0630645533,3853576.2734998185
ADILABAD,SATHNALA,Douna,3523897.5428451304,3873757.6207852988
ADILABAD,ADILABAD RURAL,Ankoli,3523254.541206611,3851614.411511735
ADILABAD,GADIGUDA,Paraswada (K),3520979.2896920303,3876264.2648545974
ADILABAD,ADILABAD RURAL,Lokari,3522308.934722138,3855995.1694238377
ADILABAD,GADIGUDA,Ademeyon,3524219.164112627,3885113.643914188
ADILABAD,GADIGUDA,Rupapur,3525012.364458828,3890134.2510260185
ADILABAD,GADIGUDA,Arjuni,3522578.7133016605,3877700.06398973
ADILABAD,TALAMADUGU,Saknapoor,3524799.849294736,3835019.893235611
ADILABAD,SATHNALA,Syedpur,3525403.250432918,3871948.1838610745
ADILABAD,UTNOOR,Ramlingampet,3495092.995888135,3874130.821729728
ADILABAD,ADILABAD RURAL,Burnoor,3525821.2692466876,3855677.795433385
ADILABAD,GADIGUDA,Dongargaon,3525958.658145137,3887125.304772193
ADILABAD,GADIGUDA,Kondi,3527393.1831183126,3875749.0267502093
ADILABAD,SATHNALA,Kanpa (Mediguda),3529020.4391069342,3862273.859006247
ADILABAD,ADILABAD RURAL,Yapalguda,3527922.5471776654,3856968.477460388
ADILABAD,BELA,Masala (Khurd),3528146.348280417,3869642.8891389305
ADILABAD,SATHNALA,Jamini,3527659.7809302243,3865450.2635566145
ADILABAD,TALAMADUGU,Kothur,3529388.451858133,3833811.531723118
ADILABAD,SATHNALA,Mangurla,3525247.581089703,3862740.446466486
ADILABAD,TALAMADUGU,Kappardevi,3526701.2324334504,3830346.469688241
ADILABAD,MAVALA,Mavala (Part),3525771.7013102625,3846929.3833446135
ADILABAD,GADIGUDA,Khandow,3526634.475347528,3883833.9032463576
ADILABAD,GADIGUDA,Kouthala,3526799.644667142,3891803.2117527802
ADILABAD,GADIGUDA,Kadodi,3528175.009198588,3890471.803683354
ADILABAD,GADIGUDA,Rampur,3527309.996025596,3881093.75791022
ADILABAD,TALAMADUGU,Dehegaon,3527742.151477899,3827318.2244677893
ADILABAD,ADILABAD RURAL,Kachkanti,3528103.269986544,3850802.0734493686
ADILABAD,BELA,Khadki,3528690.6152403317,3877468.076247993
ADILABAD,TALAMADUGU,Dorli,3527440.2796966624,3832360.063624899
ADILABAD,GADIGUDA,Sedwai,3528300.6758108763,3887644.5385226584
ADILABAD,BELA,Sonkhos,3530120.9932118896,3877028.2143137483
ADILABAD,BELA,Pitgaon,3530093.412074138,3879099.677685872
ADILABAD,TALAMADUGU,Umadam,3529847.8253538203,3838581.40289702
ADILABAD,BELA,Chandpalle,3531083.913124124,3880861.855104721
ADILABAD,ADILABAD RURAL,Kumbajhari,3531284.0290773488,3857757.2411552044
ADILABAD,ADILABAD RURAL,Adilabad (M),3530283.0286280927,3853297.6561295004
ADILABAD,TALAMADUGU,Kosai,3529426.953333719,3824272.316090498
ADILABAD,JAINATH,Laxmipur (Uligan),3531685.3524995046,3862479.063051187
ADILABAD,TAMSI,Waddadi,3532973.1574037517,3841425.3941444033
ADILABAD,JAINATH,Kamtha,3532992.0252051754,3858938.0080771805
ADILABAD,BELA,Takli,3533810.715419132,3869934.569433446
ADILABAD,TALAMADUGU,Lingi,3533473.179752182,3832790.201988025
ADILABAD,ADILABAD RURAL,Dimma,3534406.2052589795,3844942.035599922
ADILABAD,TAMSI,Jamidi,3534404.766928186,3840041.159826679
ADILABAD,ADILABAD RURAL,Landasangvi,3534757.187890794,3852878.268324907
ADILABAD,JAINATH,Makoda,3534761.9870574544,3864245.672628635
ADILABAD,BELA,Dhoptala,3534987.5862332038,3870962.181579532
ADILABAD,BELA,Sirsanna,3535892.1359638902,3868396.639427893
ADILABAD,BELA,Kobhai,3536007.683096558,3880242.203046083
ADILABAD,BELA,Shamshabad,3536326.6919381567,3871609.146217572
ADILABAD,TAMSI,Sawargaon,3536358.2673534527,3844453.822766651
ADILABAD,JAINATH,Belgaon,3536624.5075823427,3865605.744836095
ADILABAD,TAMSI,Ambugaon,3535522.7287490573,3834194.928755338
ADILABAD,TAMSI,Girgaon,3536364.9811494094,3830802.8761803047
ADILABAD,TAMSI,Kapparla,3536432.218782727,3841038.8512828546
ADILABAD,BELA,Awalpur,3537468.643652813,3869049.052326023
ADILABAD,ADILABAD RURAL,Jamdapur,3535801.8158979937,3848253.6208015913
ADILABAD,JAINATH,Jainad,3536323.0555165256,3860670.7517863046
ADILABAD,JAINATH,Umri,3539219.581723747,3867269.9085832033
ADILABAD,BHORAJ,Savapur,3540540.5202491623,3854411.7693583355
ADILABAD,JAINATH,Akurla,3540107.485551335,3856790.716662581
ADILABAD,BHEEMPUR,Bheempur,3541475.6512475125,3837040.982974963
ADILABAD,JAINATH,Karanji,3540842.5315729864,3865953.4409214547
ADILABAD,JAINATH,Bahadurpur,3542397.556718149,3862421.707263155
ADILABAD,BHEEMPUR,Belsari Rampur,3543030.346605144,3833250.846916294
ADILABAD,BHORAJ,Hathighat,3542947.1222179406,3845583.422843198
ADILABAD,JAINATH,Sangvi (K),3543369.215259505,3858352.652090317
